"SECTOR","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Worcester","027","PM10 Primary (Filt + Cond)","CAP","17.583684","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Bristol","005","Remaining PMFINE portion of PM2.5-PRI","","17.50946688834","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Bristol","005","Sulfur Dioxide","CAP","17.5056414","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Essex","009","Nitrogen Oxides","CAP","17.5005","TON"
"Fuel Comb - Residential - Oil","MA","25","Hampden","013","Remaining PMFINE portion of PM2.5-PRI","","17.4887411369128","TON"
"Mobile - Locomotives","MA","25","Worcester","027","PM10 Primary (Filt + Cond)","CAP","17.4851499","TON"
"Waste Disposal","MA","25","Dukes","007","PM10 Primary (Filt + Cond)","CAP","17.378423","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Dukes","007","Carbon Monoxide","CAP","17.34952329","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Bristol","005","Volatile Organic Compounds","CAP","17.3208658456","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Worcester","027","Organic Carbon portion of PM2.5-PRI","","17.282915055","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Barnstable","001","Organic Carbon portion of PM2.5-PRI","","17.276236499","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Worcester","027","Remaining PMFINE portion of PM2.5-PRI","","17.244497","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Hampshire","015","Nitrous Oxide","GHG","17.193237326","TON"
"Fuel Comb - Residential - Other","MA","25","Norfolk","021","Carbon Monoxide","CAP","17.14692","TON"
"Mobile - Locomotives","MA","25","Suffolk","025","PM10 Primary (Filt + Cond)","CAP","17.1449165","TON"
"Biogenics - Vegetation and Soil","MA","25","Dukes","007","Nitrogen Oxides","CAP","17.07604","TON"
"Industrial Processes - NEC","MA","25","Essex","009","Remaining PMFINE portion of PM2.5-PRI","","17.06873432261321","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Bristol","005","Methane","GHG","17.06823607","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Suffolk","025","Organic Carbon portion of PM2.5-PRI","","17.04531000371724","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Berkshire","003","Nitrogen Oxides","CAP","17.04386","TON"
"Commercial Cooking","MA","25","Nantucket","019","PM10 Primary (Filt + Cond)","CAP","17.018793","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Bristol","005","Organic Carbon portion of PM2.5-PRI","","17.003283436321456","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Plymouth","023","Methane","GHG","16.977769637573","TON"
"Dust - Unpaved Road Dust","MA","25","Essex","009","PM2.5 Primary (Filt + Cond)","CAP","16.97392","TON"
"Mobile - Locomotives","MA","25","Worcester","027","PM2.5 Primary (Filt + Cond)","CAP","16.9605597","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Bristol","005","Elemental Carbon portion of PM2.5-PRI","","16.949585951","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Hampshire","015","Nitrogen Oxides","CAP","16.941819","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Middlesex","017","Volatile Organic Compounds","CAP","16.9396","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Plymouth","023","Organic Carbon portion of PM2.5-PRI","","16.8792842","TON"
"Fuel Comb - Electric Generation - Coal","MA","25","Bristol","005","Volatile Organic Compounds","CAP","16.87","TON"
"Agriculture - Crops & Livestock Dust","MA","25","Worcester","027","Organic Carbon portion of PM2.5-PRI","","16.843518267163","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Middlesex","017","Nitrogen Oxides","CAP","16.8134","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Barnstable","001","Nitrogen Oxides","CAP","16.79679","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Suffolk","025","Volatile Organic Compounds","CAP","16.787066","TON"
"Industrial Processes - Petroleum Refineries","MA","25","Suffolk","025","PM2.5 Primary (Filt + Cond)","CAP","16.78","TON"
"Industrial Processes - Petroleum Refineries","MA","25","Suffolk","025","PM10 Primary (Filt + Cond)","CAP","16.78","TON"
"Mobile - Commercial Marine Vessels","MA","25","Bristol","005","Elemental Carbon portion of PM2.5-PRI","","16.72973167616","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Middlesex","017","Ammonia","CAP","16.715","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Plymouth","023","PM10 Primary (Filt + Cond)","CAP","16.70466425","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Suffolk","025","Volatile Organic Compounds","CAP","16.7021157967","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Hampden","013","PM10 Primary (Filt + Cond)","CAP","16.6941372052","TON"
"Dust - Paved Road Dust","MA","25","Plymouth","023","Organic Carbon portion of PM2.5-PRI","","16.64845538","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Worcester","027","Nitrogen Oxides","CAP","16.63473","TON"
"Mobile - Locomotives","MA","25","Suffolk","025","PM2.5 Primary (Filt + Cond)","CAP","16.6305671","TON"
"Industrial Processes - Chemical Manuf","MA","25","Plymouth","023","Volatile Organic Compounds","CAP","16.6284","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Middlesex","017","Lead","CAP/HAP","16.57927448","LB"
"Waste Disposal","MA","25","Dukes","007","Volatile Organic Compounds","CAP","16.5779668","TON"
"Agriculture - Crops & Livestock Dust","MA","25","Bristol","005","PM2.5 Primary (Filt + Cond)","CAP","16.577076924","TON"
"Fuel Comb - Residential - Wood","MA","25","Essex","009","Elemental Carbon portion of PM2.5-PRI","","16.551512091342","TON"
"Fuel Comb - Residential - Wood","MA","25","Middlesex","017","Sulfur Dioxide","CAP","16.515632522","TON"
"Fires - Prescribed Fires","MA","25","Hampshire","015","Carbon Dioxide","GHG","16.502347","TON"
"Fuel Comb - Residential - Wood","MA","25","Berkshire","003","Elemental Carbon portion of PM2.5-PRI","","16.449325762824","TON"
"Industrial Processes - Mining","MA","25","Bristol","005","PM10 Primary (Filt + Cond)","CAP","16.44779","TON"
"Waste Disposal","MA","25","Barnstable","001","Organic Carbon portion of PM2.5-PRI","","16.44200300244","TON"
"Fires - Wildfires","MA","25","Plymouth","023","Volatile Organic Compounds","CAP","16.413092","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Plymouth","023","Sulfur Dioxide","CAP","16.4055322","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Hampden","013","Volatile Organic Compounds","CAP","16.33789","TON"
"Fuel Comb - Residential - Oil","MA","25","Worcester","027","Organic Carbon portion of PM2.5-PRI","","16.28126162912","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Plymouth","023","PM2.5 Primary (Filt + Cond)","CAP","16.27992577","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Hampden","013","PM2.5 Primary (Filt + Cond)","CAP","16.2657910952","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Essex","009","Organic Carbon portion of PM2.5-PRI","","16.265202551","TON"
"Fuel Comb - Residential - Wood","MA","25","Berkshire","003","Ammonia","CAP","16.211376908","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Hampden","013","Sulfur Dioxide","CAP","16.20793038321","TON"
"Mobile - Aircraft","MA","25","Bristol","005","Volatile Organic Compounds","CAP","16.2061043228","TON"
"Industrial Processes - Mining","MA","25","Plymouth","023","PM2.5 Primary (Filt + Cond)","CAP","16.18663","TON"
"Fuel Comb - Residential - Oil","MA","25","Suffolk","025","Organic Carbon portion of PM2.5-PRI","","16.15892876972","TON"
"Commercial Cooking","MA","25","Dukes","007","PM10 Primary (Filt + Cond)","CAP","16.1558424","TON"
"Industrial Processes - Mining","MA","25","Plymouth","023","Remaining PMFINE portion of PM2.5-PRI","","16.13203249701","TON"
"Waste Disposal","MA","25","Suffolk","025","Ammonia","CAP","16.129191","TON"
"Mobile - Locomotives","MA","25","Norfolk","021","PM10 Primary (Filt + Cond)","CAP","16.0958521","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Suffolk","025","PM10 Primary (Filt + Cond)","CAP","16.0806658","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Hampshire","015","PM10 Primary (Filt + Cond)","CAP","16.0538147","TON"
"Waste Disposal","MA","25","Norfolk","021","Nitrogen Oxides","CAP","16.05080506","TON"
"Industrial Processes - NEC","MA","25","Plymouth","023","Remaining PMFINE portion of PM2.5-PRI","","16.0504357548876","TON"
"Dust - Paved Road Dust","MA","25","Bristol","005","Organic Carbon portion of PM2.5-PRI","","16.04810126","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Middlesex","017","Volatile Organic Compounds","CAP","16.0184","TON"
"Solvent - Graphic Arts","MA","25","Franklin","011","Volatile Organic Compounds","CAP","16.00043","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Suffolk","025","PM2.5 Primary (Filt + Cond)","CAP","15.9865837","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Norfolk","021","Remaining PMFINE portion of PM2.5-PRI","","15.9713427743482861","TON"
"Agriculture - Crops & Livestock Dust","MA","25","Middlesex","017","PM2.5 Primary (Filt + Cond)","CAP","15.905480327","TON"
"Dust - Unpaved Road Dust","MA","25","Essex","009","Remaining PMFINE portion of PM2.5-PRI","","15.87991690816","TON"
"Industrial Processes - Storage and Transfer","MA","25","Bristol","005","PM10 Primary (Filt + Cond)","CAP","15.8519028","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Dukes","007","Carbon Monoxide","CAP","15.848958","TON"
"Waste Disposal","MA","25","Dukes","007","PM2.5 Primary (Filt + Cond)","CAP","15.8207686","TON"
"Commercial Cooking","MA","25","Nantucket","019","PM2.5 Primary (Filt + Cond)","CAP","15.8158538","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Worcester","027","PM10 Primary (Filt + Cond)","CAP","15.809385","TON"
"Mobile - Aircraft","MA","25","Middlesex","017","Nitrogen Oxides","CAP","15.791783437","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Bristol","005","Nitrogen Oxides","CAP","15.77048","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Worcester","027","Nitrogen Oxides","CAP","15.7663","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Hampshire","015","Volatile Organic Compounds","CAP","15.722191","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Hampden","013","Organic Carbon portion of PM2.5-PRI","","15.69200137718912","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Middlesex","017","Nitrogen Oxides","CAP","15.68053","TON"
"Waste Disposal","MA","25","Hampshire","015","Sulfur Dioxide","CAP","15.63270276","TON"
"Mobile - Locomotives","MA","25","Norfolk","021","PM2.5 Primary (Filt + Cond)","CAP","15.61297989","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Plymouth","023","Organic Carbon portion of PM2.5-PRI","","15.603582404153415","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Suffolk","025","Lead","CAP/HAP","15.6","LB"
"Mobile - Non-Road Equipment - Diesel","MA","25","Hampshire","015","PM2.5 Primary (Filt + Cond)","CAP","15.57219944","TON"
"Fuel Comb - Residential - Oil","MA","25","Essex","009","Organic Carbon portion of PM2.5-PRI","","15.51949064024","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Norfolk","021","Ammonia","CAP","15.4959","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Barnstable","001","PM2.5 Primary (Filt + Cond)","CAP","15.4408862929","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Berkshire","003","PM10 Primary (Filt + Cond)","CAP","15.43306678502","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Worcester","027","PM10 Primary (Filt + Cond)","CAP","15.423053","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Suffolk","025","Methane","GHG","15.413771517","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Barnstable","001","PM10 Primary (Filt + Cond)","CAP","15.40959","TON"
"Fuel Comb - Residential - Oil","MA","25","Bristol","005","Volatile Organic Compounds","CAP","15.39439484","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Suffolk","025","Lead","CAP/HAP","15.3928557","LB"
"Fuel Comb - Electric Generation - Oil","MA","25","Hampden","013","PM10 Primary (Filt + Cond)","CAP","15.3862357672","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Essex","009","PM2.5 Primary (Filt + Cond)","CAP","15.3776927784","TON"
"Mobile - Locomotives","MA","25","Essex","009","PM10 Primary (Filt + Cond)","CAP","15.3624272","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Norfolk","021","Remaining PMFINE portion of PM2.5-PRI","","15.2929756","TON"
"Biogenics - Vegetation and Soil","MA","25","Nantucket","019","Nitrogen Oxides","CAP","15.285","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Middlesex","017","Elemental Carbon portion of PM2.5-PRI","","15.26337407","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Suffolk","025","Remaining PMFINE portion of PM2.5-PRI","","15.2631551394689","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Barnstable","001","Remaining PMFINE portion of PM2.5-PRI","","15.258131339","TON"
"Fuel Comb - Residential - Oil","MA","25","Franklin","011","Carbon Monoxide","CAP","15.25695905","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Plymouth","023","Remaining PMFINE portion of PM2.5-PRI","","15.25578573645","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Bristol","005","Volatile Organic Compounds","CAP","15.255092969","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Berkshire","003","Carbon Monoxide","CAP","15.25111098","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Worcester","027","PM2.5 Primary (Filt + Cond)","CAP","15.225888","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Hampden","013","Remaining PMFINE portion of PM2.5-PRI","","15.20807597274","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Hampden","013","PM2.5 Primary (Filt + Cond)","CAP","15.1956357672","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Worcester","027","PM2.5 Primary (Filt + Cond)","CAP","15.150833","TON"
"Mobile - Commercial Marine Vessels","MA","25","Dukes","007","Volatile Organic Compounds","CAP","15.14730139","TON"
"Waste Disposal","MA","25","Essex","009","Elemental Carbon portion of PM2.5-PRI","","15.1119916018","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Hampshire","015","Nitrogen Oxides","CAP","15.110545","TON"
"Agriculture - Livestock Waste","MA","25","Worcester","027","Volatile Organic Compounds","CAP","15.0949382","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Hampden","013","Sulfur Dioxide","CAP","15.0797606","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Bristol","005","Volatile Organic Compounds","CAP","15.0466","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Worcester","027","Organic Carbon portion of PM2.5-PRI","","15.0387134092788","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Worcester","027","PM2.5 Primary (Filt + Cond)","CAP","15.0190719444","TON"
"Commercial Cooking","MA","25","Dukes","007","PM2.5 Primary (Filt + Cond)","CAP","14.9970101","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Berkshire","003","PM2.5 Primary (Filt + Cond)","CAP","14.97007642734","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Dukes","007","PM10 Primary (Filt + Cond)","CAP","14.96408811908","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Hampden","013","Organic Carbon portion of PM2.5-PRI","","14.944404289634006","TON"
"Mobile - Locomotives","MA","25","Essex","009","PM2.5 Primary (Filt + Cond)","CAP","14.9015537","TON"
"Fuel Comb - Residential - Oil","MA","25","Hampshire","015","Lead","CAP/HAP","14.86468752979799656422","LB"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Plymouth","023","Volatile Organic Compounds","CAP","14.83975","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Dukes","007","Volatile Organic Compounds","CAP","14.7936179354592","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Hampshire","015","PM10 Primary (Filt + Cond)","CAP","14.694804603","TON"
"Mobile - Aircraft","MA","25","Hampden","013","Sulfur Dioxide","CAP","14.6869080242","TON"
"Waste Disposal","MA","25","Berkshire","003","Sulfur Dioxide","CAP","14.6711607","TON"
"Fires - Prescribed Fires","MA","25","Worcester","027","Carbon Monoxide","CAP","14.613247","TON"
"Dust - Paved Road Dust","MA","25","Hampden","013","Organic Carbon portion of PM2.5-PRI","","14.60617218","TON"
"Dust - Construction Dust","MA","25","Nantucket","019","PM10 Primary (Filt + Cond)","CAP","14.5708871","TON"
"Industrial Processes - NEC","MA","25","Berkshire","003","Remaining PMFINE portion of PM2.5-PRI","","14.56149289603605","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Hampden","013","Volatile Organic Compounds","CAP","14.4913","TON"
"Fuel Comb - Electric Generation - Other","MA","25","Bristol","005","Volatile Organic Compounds","CAP","14.413","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Bristol","005","Remaining PMFINE portion of PM2.5-PRI","","14.376934730789354","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Middlesex","017","Organic Carbon portion of PM2.5-PRI","","14.365893711","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Norfolk","021","Sulfur Dioxide","CAP","14.3638","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Bristol","005","Remaining PMFINE portion of PM2.5-PRI","","14.332652270103","TON"
"Commercial Cooking","MA","25","Suffolk","025","Elemental Carbon portion of PM2.5-PRI","","14.323765666","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Norfolk","021","PM10 Primary (Filt + Cond)","CAP","14.313803419","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Franklin","011","Ammonia","CAP","14.29962","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Hampden","013","Volatile Organic Compounds","CAP","14.297477","TON"
"Industrial Processes - NEC","MA","25","Hampshire","015","Volatile Organic Compounds","CAP","14.272755","TON"
"Solvent - Non-Industrial Surface Coating","MA","25","Nantucket","019","Volatile Organic Compounds","CAP","14.25634","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Hampden","013","Volatile Organic Compounds","CAP","14.1673854034","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Essex","009","Remaining PMFINE portion of PM2.5-PRI","","14.162254","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Worcester","027","Nitrogen Oxides","CAP","14.153364","TON"
"Fuel Comb - Residential - Wood","MA","25","Suffolk","025","Organic Carbon portion of PM2.5-PRI","","14.14527538846","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Berkshire","003","Nitrous Oxide","GHG","14.14009408","TON"
"Fuel Comb - Residential - Other","MA","25","Bristol","005","Carbon Monoxide","CAP","14.11259","TON"
"Fuel Comb - Electric Generation - Coal","MA","25","Bristol","005","PM10 Primary (Filt + Cond)","CAP","14.044111","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Essex","009","Nitrogen Oxides","CAP","14.00889","TON"
"Fuel Comb - Residential - Wood","MA","25","Hampden","013","Sulfur Dioxide","CAP","14.00834574","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Worcester","027","PM10 Primary (Filt + Cond)","CAP","14.00776","TON"
"Fuel Comb - Residential - Oil","MA","25","Hampshire","015","PM10 Primary (Filt + Cond)","CAP","13.99178623","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Worcester","027","PM2.5 Primary (Filt + Cond)","CAP","13.985291914","TON"
"Fuel Comb - Residential - Oil","MA","25","Norfolk","021","Organic Carbon portion of PM2.5-PRI","","13.9585453384","TON"
"Dust - Construction Dust","MA","25","Middlesex","017","Organic Carbon portion of PM2.5-PRI","","13.95562250544","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Plymouth","023","Methane","GHG","13.9387617","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Middlesex","017","PM10 Primary (Filt + Cond)","CAP","13.92994","TON"
"Fuel Comb - Residential - Oil","MA","25","Berkshire","003","Lead","CAP/HAP","13.92422691596824358068","LB"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Hampden","013","Elemental Carbon portion of PM2.5-PRI","","13.924107039","TON"
"Industrial Processes - Pulp & Paper","MA","25","Berkshire","003","Volatile Organic Compounds","CAP","13.9145","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Bristol","005","PM10 Primary (Filt + Cond)","CAP","13.902374","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Bristol","005","PM2.5 Primary (Filt + Cond)","CAP","13.902374","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Franklin","011","PM2.5 Primary (Filt + Cond)","CAP","13.893756895","TON"
"Fires - Wildfires","MA","25","Essex","009","PM10 Primary (Filt + Cond)","CAP","13.864127","TON"
"Fires - Wildfires","MA","25","Middlesex","017","Methane","GHG","13.82881","TON"
"Dust - Unpaved Road Dust","MA","25","Franklin","011","Organic Carbon portion of PM2.5-PRI","","13.81270254","TON"
"Fuel Comb - Residential - Wood","MA","25","Barnstable","001","Ammonia","CAP","13.801451781","TON"
"Commercial Cooking","MA","25","Franklin","011","Organic Carbon portion of PM2.5-PRI","","13.7979786448","TON"
"Fires - Prescribed Fires","MA","25","Norfolk","021","Carbon Monoxide","CAP","13.78558008","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Dukes","007","PM2.5 Primary (Filt + Cond)","CAP","13.76695512006","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Suffolk","025","Elemental Carbon portion of PM2.5-PRI","","13.761871488","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Plymouth","023","Nitrogen Oxides","CAP","13.74063","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Plymouth","023","Elemental Carbon portion of PM2.5-PRI","","13.731503846","TON"
"Industrial Processes - NEC","MA","25","Plymouth","023","Nitrogen Oxides","CAP","13.7018","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Hampden","013","Nitrogen Oxides","CAP","13.69765","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Hampshire","015","PM10 Primary (Filt + Cond)","CAP","13.66642","TON"
"Agriculture - Crops & Livestock Dust","MA","25","Middlesex","017","Remaining PMFINE portion of PM2.5-PRI","","13.5890808038983","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Suffolk","025","PM10 Primary (Filt + Cond)","CAP","13.58534","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Plymouth","023","Sulfur Dioxide","CAP","13.5775573","TON"
"Fuel Comb - Residential - Other","MA","25","Hampshire","015","Nitrogen Oxides","CAP","13.5492","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Norfolk","021","Organic Carbon portion of PM2.5-PRI","","13.543614148167888","TON"
"Dust - Paved Road Dust","MA","25","Suffolk","025","Organic Carbon portion of PM2.5-PRI","","13.5386487","TON"
"Agriculture - Crops & Livestock Dust","MA","25","Hampden","013","PM2.5 Primary (Filt + Cond)","CAP","13.5338025058","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Dukes","007","Nitrogen Oxides","CAP","13.52226","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Hampshire","015","PM2.5 Primary (Filt + Cond)","CAP","13.5192183518","TON"
"Dust - Unpaved Road Dust","MA","25","Berkshire","003","Organic Carbon portion of PM2.5-PRI","","13.50360102","TON"
"Dust - Unpaved Road Dust","MA","25","Bristol","005","PM2.5 Primary (Filt + Cond)","CAP","13.49658","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Hampden","013","Ammonia","CAP","13.4453","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Franklin","011","PM2.5 Primary (Filt + Cond)","CAP","13.413141","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Franklin","011","Organic Carbon portion of PM2.5-PRI","","13.393532580252304","TON"
"Mobile - Aircraft","MA","25","Suffolk","025","Remaining PMFINE portion of PM2.5-PRI","","13.37927640584209373646","TON"
"Mobile - Aircraft","MA","25","Hampden","013","PM10 Primary (Filt + Cond)","CAP","13.34391499479","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Barnstable","001","PM2.5 Primary (Filt + Cond)","CAP","13.32318","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Berkshire","003","Organic Carbon portion of PM2.5-PRI","","13.307891636316848","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Hampden","013","Remaining PMFINE portion of PM2.5-PRI","","13.26819336830208","TON"
"Dust - Paved Road Dust","MA","25","Barnstable","001","Organic Carbon portion of PM2.5-PRI","","13.24929278","TON"
"Mobile - Aircraft","MA","25","Middlesex","017","PM10 Primary (Filt + Cond)","CAP","13.22022798718","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Hampden","013","Volatile Organic Compounds","CAP","13.200561438","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Plymouth","023","Volatile Organic Compounds","CAP","13.161897986","TON"
"Mobile - Aircraft","MA","25","Dukes","007","Volatile Organic Compounds","CAP","13.15878125","TON"
"Fuel Comb - Residential - Oil","MA","25","Plymouth","023","Volatile Organic Compounds","CAP","13.13353081","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Worcester","027","Remaining PMFINE portion of PM2.5-PRI","","13.1242439264120104","TON"
"Mobile - Aircraft","MA","25","Bristol","005","Nitrogen Oxides","CAP","13.114857701","TON"
"Fuel Comb - Residential - Oil","MA","25","Berkshire","003","PM10 Primary (Filt + Cond)","CAP","13.10655184","TON"
"Agriculture - Crops & Livestock Dust","MA","25","Bristol","005","Remaining PMFINE portion of PM2.5-PRI","","13.1052243129196","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Worcester","027","Carbon Monoxide","CAP","13.0958","TON"
"Fires - Prescribed Fires","MA","25","Plymouth","023","Carbon Monoxide","CAP","13.08673459","TON"
"Fuel Comb - Residential - Wood","MA","25","Hampshire","015","Ammonia","CAP","13.085339422","TON"
"Mobile - Locomotives","MA","25","Worcester","027","Elemental Carbon portion of PM2.5-PRI","","13.07998364064","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Hampshire","015","Nitrogen Oxides","CAP","13.0382085788","TON"
"Industrial Processes - Mining","MA","25","Hampden","013","PM2.5 Primary (Filt + Cond)","CAP","13.03584","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Hampshire","015","Volatile Organic Compounds","CAP","13.02317448","TON"
"Industrial Processes - Mining","MA","25","Hampden","013","Remaining PMFINE portion of PM2.5-PRI","","12.99187011168","TON"
